1 Platforms found
1 Devices found
Max workgroup size is 1024
3314 + 782 = 4096
3315 + 781 = 4096
3316 + 780 = 4096
3317 + 779 = 4096
3318 + 778 = 4096
3319 + 777 = 4096
3320 + 776 = 4096
3321 + 775 = 4096
3322 + 774 = 4096
3323 + 773 = 4096
3324 + 772 = 4096
3325 + 771 = 4096
3326 + 770 = 4096
3327 + 769 = 4096
3328 + 768 = 4096
3329 + 767 = 4096
3330 + 766 = 4096
3331 + 765 = 4096
3332 + 764 = 4096
3333 + 763 = 4096
3334 + 762 = 4096
3335 + 761 = 4096
3336 + 760 = 4096
3337 + 759 = 4096
3338 + 758 = 4096
3339 + 757 = 4096
3340 + 756 = 4096
3341 + 755 = 4096
3342 + 754 = 4096
3343 + 753 = 4096
3344 + 752 = 4096
3345 + 751 = 4096
3346 + 750 = 4096
3347 + 749 = 4096
3348 + 748 = 4096
3349 + 747 = 4096
3350 + 746 = 4096
3351 + 745 = 4096
3352 + 744 = 4096
3353 + 743 = 4096
3354 + 742 = 4096
3355 + 741 = 4096
3356 + 740 = 4096
3357 + 739 = 4096
3358 + 738 = 4096
3359 + 737 = 4096
3360 + 736 = 4096
3361 + 735 = 4096
3362 + 734 = 4096
3363 + 733 = 4096
3364 + 732 = 4096
3365 + 731 = 4096
3366 + 730 = 4096
3367 + 729 = 4096
3368 + 728 = 4096
3369 + 727 = 4096
3370 + 726 = 4096
3371 + 725 = 4096
3372 + 724 = 4096
3373 + 723 = 4096
3374 + 722 = 4096
3375 + 721 = 4096
3376 + 720 = 4096
3377 + 719 = 4096
3378 + 718 = 4096
3379 + 717 = 4096
3380 + 716 = 4096
3381 + 715 = 4096
3382 + 714 = 4096
3383 + 713 = 4096
3384 + 712 = 4096
3385 + 711 = 4096
3386 + 710 = 4096
3387 + 709 = 4096
3388 + 708 = 4096
3389 + 707 = 4096
3390 + 706 = 4096
3391 + 705 = 4096
3392 + 704 = 4096
3393 + 703 = 4096
3394 + 702 = 4096
3395 + 701 = 4096
3396 + 700 = 4096
3397 + 699 = 4096
3398 + 698 = 4096
3399 + 697 = 4096
3400 + 696 = 4096
3401 + 695 = 4096
3402 + 694 = 4096
3403 + 693 = 4096
3404 + 692 = 4096
3405 + 691 = 4096
3406 + 690 = 4096
3407 + 689 = 4096
3408 + 688 = 4096
3409 + 687 = 4096
3410 + 686 = 4096
3411 + 685 = 4096
3412 + 684 = 4096
3413 + 683 = 4096
3414 + 682 = 4096
3415 + 681 = 4096
3416 + 680 = 4096
3417 + 679 = 4096
3418 + 678 = 4096
3419 + 677 = 4096
3420 + 676 = 4096
3421 + 675 = 4096
3422 + 674 = 4096
3423 + 673 = 4096
3424 + 672 = 4096
3425 + 671 = 4096
3426 + 670 = 4096
3427 + 669 = 4096
3428 + 668 = 4096
3429 + 667 = 4096
3430 + 666 = 4096
3431 + 665 = 4096
3432 + 664 = 4096
3433 + 663 = 4096
3434 + 662 = 4096
3435 + 661 = 4096
3436 + 660 = 4096
3437 + 659 = 4096
3438 + 658 = 4096
3439 + 657 = 4096
3440 + 656 = 4096
3441 + 655 = 4096
3442 + 654 = 4096
3443 + 653 = 4096
3444 + 652 = 4096
3445 + 651 = 4096
3446 + 650 = 4096
3447 + 649 = 4096
3448 + 648 = 4096
3449 + 647 = 4096
3450 + 646 = 4096
3451 + 645 = 4096
3452 + 644 = 4096
3453 + 643 = 4096
3454 + 642 = 4096
3455 + 641 = 4096
3456 + 640 = 4096
3457 + 639 = 4096
3458 + 638 = 4096
3459 + 637 = 4096
3460 + 636 = 4096
3461 + 635 = 4096
3462 + 634 = 4096
3463 + 633 = 4096
3464 + 632 = 4096
3465 + 631 = 4096
3466 + 630 = 4096
3467 + 629 = 4096
3468 + 628 = 4096
3469 + 627 = 4096
3470 + 626 = 4096
3471 + 625 = 4096
3472 + 624 = 4096
3473 + 623 = 4096
3474 + 622 = 4096
3475 + 621 = 4096
3476 + 620 = 4096
3477 + 619 = 4096
3478 + 618 = 4096
3479 + 617 = 4096
3480 + 616 = 4096
3481 + 615 = 4096
3482 + 614 = 4096
3483 + 613 = 4096
3484 + 612 = 4096
3485 + 611 = 4096
3486 + 610 = 4096
3487 + 609 = 4096
3488 + 608 = 4096
3489 + 607 = 4096
3490 + 606 = 4096
3491 + 605 = 4096
3492 + 604 = 4096
3493 + 603 = 4096
3494 + 602 = 4096
3495 + 601 = 4096
3496 + 600 = 4096
3497 + 599 = 4096
3498 + 598 = 4096
3499 + 597 = 4096
3500 + 596 = 4096
3501 + 595 = 4096
3502 + 594 = 4096
3503 + 593 = 4096
3504 + 592 = 4096
3505 + 591 = 4096
3506 + 590 = 4096
3507 + 589 = 4096
3508 + 588 = 4096
3509 + 587 = 4096
3510 + 586 = 4096
3511 + 585 = 4096
3512 + 584 = 4096
3513 + 583 = 4096
3514 + 582 = 4096
3515 + 581 = 4096
3516 + 580 = 4096
3517 + 579 = 4096
3518 + 578 = 4096
3519 + 577 = 4096
3520 + 576 = 4096
3521 + 575 = 4096
3522 + 574 = 4096
3523 + 573 = 4096
3524 + 572 = 4096
3525 + 571 = 4096
3526 + 570 = 4096
3527 + 569 = 4096
3528 + 568 = 4096
3529 + 567 = 4096
3530 + 566 = 4096
3531 + 565 = 4096
3532 + 564 = 4096
3533 + 563 = 4096
3534 + 562 = 4096
3535 + 561 = 4096
3536 + 560 = 4096
3537 + 559 = 4096
3538 + 558 = 4096
3539 + 557 = 4096
3540 + 556 = 4096
3541 + 555 = 4096
3542 + 554 = 4096
3543 + 553 = 4096
3544 + 552 = 4096
3545 + 551 = 4096
3546 + 550 = 4096
3547 + 549 = 4096
3548 + 548 = 4096
3549 + 547 = 4096
3550 + 546 = 4096
3551 + 545 = 4096
3552 + 544 = 4096
3553 + 543 = 4096
3554 + 542 = 4096
3555 + 541 = 4096
3556 + 540 = 4096
3557 + 539 = 4096
3558 + 538 = 4096
3559 + 537 = 4096
3560 + 536 = 4096
3561 + 535 = 4096
3562 + 534 = 4096
3563 + 533 = 4096
3564 + 532 = 4096
3565 + 531 = 4096
3566 + 530 = 4096
3567 + 529 = 4096
3568 + 528 = 4096
3569 + 527 = 4096
3570 + 526 = 4096
3571 + 525 = 4096
3572 + 524 = 4096
3573 + 523 = 4096
3574 + 522 = 4096
3575 + 521 = 4096
3576 + 520 = 4096
3577 + 519 = 4096
3578 + 518 = 4096
3579 + 517 = 4096
3580 + 516 = 4096
3581 + 515 = 4096
3582 + 514 = 4096
3583 + 513 = 4096
3584 + 512 = 4096
3585 + 511 = 4096
3586 + 510 = 4096
3587 + 509 = 4096
3588 + 508 = 4096
3589 + 507 = 4096
3590 + 506 = 4096
3591 + 505 = 4096
3592 + 504 = 4096
3593 + 503 = 4096
3594 + 502 = 4096
3595 + 501 = 4096
3596 + 500 = 4096
3597 + 499 = 4096
3598 + 498 = 4096
3599 + 497 = 4096
3600 + 496 = 4096
3601 + 495 = 4096
3602 + 494 = 4096
3603 + 493 = 4096
3604 + 492 = 4096
3605 + 491 = 4096
3606 + 490 = 4096
3607 + 489 = 4096
3608 + 488 = 4096
3609 + 487 = 4096
3610 + 486 = 4096
3611 + 485 = 4096
3612 + 484 = 4096
3613 + 483 = 4096
3614 + 482 = 4096
3615 + 481 = 4096
3616 + 480 = 4096
3617 + 479 = 4096
3618 + 478 = 4096
3619 + 477 = 4096
3620 + 476 = 4096
3621 + 475 = 4096
3622 + 474 = 4096
3623 + 473 = 4096
3624 + 472 = 4096
3625 + 471 = 4096
3626 + 470 = 4096
3627 + 469 = 4096
3628 + 468 = 4096
3629 + 467 = 4096
3630 + 466 = 4096
3631 + 465 = 4096
3632 + 464 = 4096
3633 + 463 = 4096
3634 + 462 = 4096
3635 + 461 = 4096
3636 + 460 = 4096
3637 + 459 = 4096
3638 + 458 = 4096
3639 + 457 = 4096
3640 + 456 = 4096
3641 + 455 = 4096
3642 + 454 = 4096
3643 + 453 = 4096
3644 + 452 = 4096
3645 + 451 = 4096
3646 + 450 = 4096
3647 + 449 = 4096
3648 + 448 = 4096
3649 + 447 = 4096
3650 + 446 = 4096
3651 + 445 = 4096
3652 + 444 = 4096
3653 + 443 = 4096
3654 + 442 = 4096
3655 + 441 = 4096
3656 + 440 = 4096
3657 + 439 = 4096
3658 + 438 = 4096
3659 + 437 = 4096
3660 + 436 = 4096
3661 + 435 = 4096
3662 + 434 = 4096
3663 + 433 = 4096
3664 + 432 = 4096
3665 + 431 = 4096
3666 + 430 = 4096
3667 + 429 = 4096
3668 + 428 = 4096
3669 + 427 = 4096
3670 + 426 = 4096
3671 + 425 = 4096
3672 + 424 = 4096
3673 + 423 = 4096
3674 + 422 = 4096
3675 + 421 = 4096
3676 + 420 = 4096
3677 + 419 = 4096
3678 + 418 = 4096
3679 + 417 = 4096
3680 + 416 = 4096
3681 + 415 = 4096
3682 + 414 = 4096
3683 + 413 = 4096
3684 + 412 = 4096
3685 + 411 = 4096
3686 + 410 = 4096
3687 + 409 = 4096
3688 + 408 = 4096
3689 + 407 = 4096
3690 + 406 = 4096
3691 + 405 = 4096
3692 + 404 = 4096
3693 + 403 = 4096
3694 + 402 = 4096
3695 + 401 = 4096
3696 + 400 = 4096
3697 + 399 = 4096
3698 + 398 = 4096
3699 + 397 = 4096
3700 + 396 = 4096
3701 + 395 = 4096
3702 + 394 = 4096
3703 + 393 = 4096
3704 + 392 = 4096
3705 + 391 = 4096
3706 + 390 = 4096
3707 + 389 = 4096
3708 + 388 = 4096
3709 + 387 = 4096
3710 + 386 = 4096
3711 + 385 = 4096
3712 + 384 = 4096
3713 + 383 = 4096
3714 + 382 = 4096
3715 + 381 = 4096
3716 + 380 = 4096
3717 + 379 = 4096
3718 + 378 = 4096
3719 + 377 = 4096
3720 + 376 = 4096
3721 + 375 = 4096
3722 + 374 = 4096
3723 + 373 = 4096
3724 + 372 = 4096
3725 + 371 = 4096
3726 + 370 = 4096
3727 + 369 = 4096
3728 + 368 = 4096
3729 + 367 = 4096
3730 + 366 = 4096
3731 + 365 = 4096
3732 + 364 = 4096
3733 + 363 = 4096
3734 + 362 = 4096
3735 + 361 = 4096
3736 + 360 = 4096
3737 + 359 = 4096
3738 + 358 = 4096
3739 + 357 = 4096
3740 + 356 = 4096
3741 + 355 = 4096
3742 + 354 = 4096
3743 + 353 = 4096
3744 + 352 = 4096
3745 + 351 = 4096
3746 + 350 = 4096
3747 + 349 = 4096
3748 + 348 = 4096
3749 + 347 = 4096
3750 + 346 = 4096
3751 + 345 = 4096
3752 + 344 = 4096
3753 + 343 = 4096
3754 + 342 = 4096
3755 + 341 = 4096
3756 + 340 = 4096
3757 + 339 = 4096
3758 + 338 = 4096
3759 + 337 = 4096
3760 + 336 = 4096
3761 + 335 = 4096
3762 + 334 = 4096
3763 + 333 = 4096
3764 + 332 = 4096
3765 + 331 = 4096
3766 + 330 = 4096
3767 + 329 = 4096
3768 + 328 = 4096
3769 + 327 = 4096
3770 + 326 = 4096
3771 + 325 = 4096
3772 + 324 = 4096
3773 + 323 = 4096
3774 + 322 = 4096
3775 + 321 = 4096
3776 + 320 = 4096
3777 + 319 = 4096
3778 + 318 = 4096
3779 + 317 = 4096
3780 + 316 = 4096
3781 + 315 = 4096
3782 + 314 = 4096
3783 + 313 = 4096
3784 + 312 = 4096
3785 + 311 = 4096
3786 + 310 = 4096
3787 + 309 = 4096
3788 + 308 = 4096
3789 + 307 = 4096
3790 + 306 = 4096
3791 + 305 = 4096
3792 + 304 = 4096
3793 + 303 = 4096
3794 + 302 = 4096
3795 + 301 = 4096
3796 + 300 = 4096
3797 + 299 = 4096
3798 + 298 = 4096
3799 + 297 = 4096
3800 + 296 = 4096
3801 + 295 = 4096
3802 + 294 = 4096
3803 + 293 = 4096
3804 + 292 = 4096
3805 + 291 = 4096
3806 + 290 = 4096
3807 + 289 = 4096
3808 + 288 = 4096
3809 + 287 = 4096
3810 + 286 = 4096
3811 + 285 = 4096
3812 + 284 = 4096
3813 + 283 = 4096
3814 + 282 = 4096
3815 + 281 = 4096
3816 + 280 = 4096
3817 + 279 = 4096
3818 + 278 = 4096
3819 + 277 = 4096
3820 + 276 = 4096
3821 + 275 = 4096
3822 + 274 = 4096
3823 + 273 = 4096
3824 + 272 = 4096
3825 + 271 = 4096
3826 + 270 = 4096
3827 + 269 = 4096
3828 + 268 = 4096
3829 + 267 = 4096
3830 + 266 = 4096
3831 + 265 = 4096
3832 + 264 = 4096
3833 + 263 = 4096
3834 + 262 = 4096
3835 + 261 = 4096
3836 + 260 = 4096
3837 + 259 = 4096
3838 + 258 = 4096
3839 + 257 = 4096
3840 + 256 = 4096
3841 + 255 = 4096
3842 + 254 = 4096
3843 + 253 = 4096
3844 + 252 = 4096
3845 + 251 = 4096
3846 + 250 = 4096
3847 + 249 = 4096
3848 + 248 = 4096
3849 + 247 = 4096
3850 + 246 = 4096
3851 + 245 = 4096
3852 + 244 = 4096
3853 + 243 = 4096
3854 + 242 = 4096
3855 + 241 = 4096
3856 + 240 = 4096
3857 + 239 = 4096
3858 + 238 = 4096
3859 + 237 = 4096
3860 + 236 = 4096
3861 + 235 = 4096
3862 + 234 = 4096
3863 + 233 = 4096
3864 + 232 = 4096
3865 + 231 = 4096
3866 + 230 = 4096
3867 + 229 = 4096
3868 + 228 = 4096
3869 + 227 = 4096
3870 + 226 = 4096
3871 + 225 = 4096
3872 + 224 = 4096
3873 + 223 = 4096
3874 + 222 = 4096
3875 + 221 = 4096
3876 + 220 = 4096
3877 + 219 = 4096
3878 + 218 = 4096
3879 + 217 = 4096
3880 + 216 = 4096
3881 + 215 = 4096
3882 + 214 = 4096
3883 + 213 = 4096
3884 + 212 = 4096
3885 + 211 = 4096
3886 + 210 = 4096
3887 + 209 = 4096
3888 + 208 = 4096
3889 + 207 = 4096
3890 + 206 = 4096
3891 + 205 = 4096
3892 + 204 = 4096
3893 + 203 = 4096
3894 + 202 = 4096
3895 + 201 = 4096
3896 + 200 = 4096
3897 + 199 = 4096
3898 + 198 = 4096
3899 + 197 = 4096
3900 + 196 = 4096
3901 + 195 = 4096
3902 + 194 = 4096
3903 + 193 = 4096
3904 + 192 = 4096
3905 + 191 = 4096
3906 + 190 = 4096
3907 + 189 = 4096
3908 + 188 = 4096
3909 + 187 = 4096
3910 + 186 = 4096
3911 + 185 = 4096
3912 + 184 = 4096
3913 + 183 = 4096
3914 + 182 = 4096
3915 + 181 = 4096
3916 + 180 = 4096
3917 + 179 = 4096
3918 + 178 = 4096
3919 + 177 = 4096
3920 + 176 = 4096
3921 + 175 = 4096
3922 + 174 = 4096
3923 + 173 = 4096
3924 + 172 = 4096
3925 + 171 = 4096
3926 + 170 = 4096
3927 + 169 = 4096
3928 + 168 = 4096
3929 + 167 = 4096
3930 + 166 = 4096
3931 + 165 = 4096
3932 + 164 = 4096
3933 + 163 = 4096
3934 + 162 = 4096
3935 + 161 = 4096
3936 + 160 = 4096
3937 + 159 = 4096
3938 + 158 = 4096
3939 + 157 = 4096
3940 + 156 = 4096
3941 + 155 = 4096
3942 + 154 = 4096
3943 + 153 = 4096
3944 + 152 = 4096
3945 + 151 = 4096
3946 + 150 = 4096
3947 + 149 = 4096
3948 + 148 = 4096
3949 + 147 = 4096
3950 + 146 = 4096
3951 + 145 = 4096
3952 + 144 = 4096
3953 + 143 = 4096
3954 + 142 = 4096
3955 + 141 = 4096
3956 + 140 = 4096
3957 + 139 = 4096
3958 + 138 = 4096
3959 + 137 = 4096
3960 + 136 = 4096
3961 + 135 = 4096
3962 + 134 = 4096
3963 + 133 = 4096
3964 + 132 = 4096
3965 + 131 = 4096
3966 + 130 = 4096
3967 + 129 = 4096
3968 + 128 = 4096
3969 + 127 = 4096
3970 + 126 = 4096
3971 + 125 = 4096
3972 + 124 = 4096
3973 + 123 = 4096
3974 + 122 = 4096
3975 + 121 = 4096
3976 + 120 = 4096
3977 + 119 = 4096
3978 + 118 = 4096
3979 + 117 = 4096
3980 + 116 = 4096
3981 + 115 = 4096
3982 + 114 = 4096
3983 + 113 = 4096
3984 + 112 = 4096
3985 + 111 = 4096
3986 + 110 = 4096
3987 + 109 = 4096
3988 + 108 = 4096
3989 + 107 = 4096
3990 + 106 = 4096
3991 + 105 = 4096
3992 + 104 = 4096
3993 + 103 = 4096
3994 + 102 = 4096
3995 + 101 = 4096
3996 + 100 = 4096
3997 + 99 = 4096
3998 + 98 = 4096
3999 + 97 = 4096
4000 + 96 = 4096
4001 + 95 = 4096
4002 + 94 = 4096
4003 + 93 = 4096
4004 + 92 = 4096
4005 + 91 = 4096
4006 + 90 = 4096
4007 + 89 = 4096
4008 + 88 = 4096
4009 + 87 = 4096
4010 + 86 = 4096
4011 + 85 = 4096
4012 + 84 = 4096
4013 + 83 = 4096
4014 + 82 = 4096
4015 + 81 = 4096
4016 + 80 = 4096
4017 + 79 = 4096
4018 + 78 = 4096
4019 + 77 = 4096
4020 + 76 = 4096
4021 + 75 = 4096
4022 + 74 = 4096
4023 + 73 = 4096
4024 + 72 = 4096
4025 + 71 = 4096
4026 + 70 = 4096
4027 + 69 = 4096
4028 + 68 = 4096
4029 + 67 = 4096
4030 + 66 = 4096
4031 + 65 = 4096
4032 + 64 = 4096
4033 + 63 = 4096
4034 + 62 = 4096
4035 + 61 = 4096
4036 + 60 = 4096
4037 + 59 = 4096
4038 + 58 = 4096
4039 + 57 = 4096
4040 + 56 = 4096
4041 + 55 = 4096
4042 + 54 = 4096
4043 + 53 = 4096
4044 + 52 = 4096
4045 + 51 = 4096
4046 + 50 = 4096
4047 + 49 = 4096
4048 + 48 = 4096
4049 + 47 = 4096
4050 + 46 = 4096
4051 + 45 = 4096
4052 + 44 = 4096
4053 + 43 = 4096
4054 + 42 = 4096
4055 + 41 = 4096
4056 + 40 = 4096
4057 + 39 = 4096
4058 + 38 = 4096
4059 + 37 = 4096
4060 + 36 = 4096
4061 + 35 = 4096
4062 + 34 = 4096
4063 + 33 = 4096
4064 + 32 = 4096
4065 + 31 = 4096
4066 + 30 = 4096
4067 + 29 = 4096
4068 + 28 = 4096
4069 + 27 = 4096
4070 + 26 = 4096
4071 + 25 = 4096
4072 + 24 = 4096
4073 + 23 = 4096
4074 + 22 = 4096
4075 + 21 = 4096
4076 + 20 = 4096
4077 + 19 = 4096
4078 + 18 = 4096
4079 + 17 = 4096
4080 + 16 = 4096
4081 + 15 = 4096
4082 + 14 = 4096
4083 + 13 = 4096
4084 + 12 = 4096
4085 + 11 = 4096
4086 + 10 = 4096
4087 + 9 = 4096
4088 + 8 = 4096
4089 + 7 = 4096
4090 + 6 = 4096
4091 + 5 = 4096
4092 + 4 = 4096
4093 + 3 = 4096
4094 + 2 = 4096
4095 + 1 = 4096

real	0m2.542s
user	0m0.216s
sys	0m0.855s
